patho_niv1;libelle_comorbidite;annee;ntop;ncomorb;proportion_comorb;niveau_prioritaire
Diabète;Maladies métaboliques héréditaires ou amylose;2020;4036560;15860;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Autres affections neurologiques;2016;868200;3410;0.004;2
Cancers;Embolie pulmonaire aiguë;2018;3252990;12780;0.004;1
Maladies psychiatriques;Maladies métaboliques héréditaires ou amylose;2021;219590;860;0.004;3
Maladies cardio-neurovasculaires;Cancer du sein de la femme actif;2018;100380;390;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Paraplégie;2019;970340;3810;0.004;2
Maladies cardio-neurovasculaires;Déficience mentale;2020;391210;1540;0.004;3
Maladies cardio-neurovasculaires;Autres affections neurologiques;2020;98920;390;0.004;3
Maladies neurologiques ou dégénératives;Cancer colorectal actif;2021;99970;390;0.004;3
Maladies neurologiques ou dégénératives;Embolie pulmonaire aiguë;2016;262250;1030;0.004;3
Maladies neurologiques ou dégénératives;Paraplégie;2015;740240;2900;0.004;3
Maladies cardio-neurovasculaires;Maladies métaboliques héréditaires ou amylose;2018;708660;2780;0.004;3
Cancers;Maladies métaboliques héréditaires ou amylose;2017;217140;850;0.004;3
Maladies psychiatriques;Cancer colorectal actif;2017;2512880;9840;0.004;1
Cancers;Autres affections neurologiques;2020;733350;2870;0.004;2
Maladies inflammatoires ou rares ou VIH ou SIDA;Sclérose en plaques;2019;221110;870;0.004;3
Maladies cardio-neurovasculaires;Embolie pulmonaire aiguë;2015;692220;2710;0.004;3
Maladies neurologiques ou dégénératives;Accident vasculaire cérébral aigu;2016;157770;620;0.004;3
Maladies psychiatriques;Démences (dont maladie d'Alzheimer);2019;198990;780;0.004;3
Traitements du risque vasculaire (hors pathologies);Autres affections neurologiques;2018;8488550;33180;0.004;1
Maladies cardio-neurovasculaires;Suivi de transplantation rénale;2021;650300;2540;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Troubles psychotiques;2021;9220;40;0.004;3
Hospitalisations ponctuelles (avec ou sans pathologies, traitements ou maternité);Syndrome coronaire aigu;2018;9908080;38700;0.004;3
Maladies neurologiques ou dégénératives;Cancer du sein de la femme actif;2015;153920;600;0.004;3
Maladies neurologiques ou dégénératives;Embolie pulmonaire aiguë;2016;1599550;6250;0.004;1
Insuffisance rénale chronique terminale;Cancer du poumon sous surveillance;2016;50460;200;0.004;3
Maladies cardio-neurovasculaires;Cancer du poumon sous surveillance;2021;849300;3320;0.004;3
Cancers;Dialyse chronique;2016;3064910;11960;0.004;1
Maladies inflammatoires ou rares ou VIH ou SIDA;Paraplégie;2021;1371360;5350;0.004;1
Traitements psychotropes (hors pathologies);Syndrome coronaire aigu;2017;3185890;12430;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Cancer colorectal actif;2016;111540;440;0.004;3
Diabète;Cancer du poumon actif;2017;3770850;14710;0.004;3
Maladies psychiatriques;Cancer du sein de la femme actif;2018;581140;2270;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Maladies métaboliques héréditaires ou amylose;2020;306660;1200;0.004;3
Maladies cardio-neurovasculaires;Autres affections neurologiques;2017;98290;380;0.004;3
Cancers;Embolie pulmonaire aiguë;2018;220950;860;0.004;3
Autres affections de longue durée (dont 31 et 32);Sclérose en plaques;2019;1744620;6800;0.004;3
Traitements psychotropes (hors pathologies);Sclérose en plaques;2016;3235010;12600;0.004;3
Maladies neurologiques ou dégénératives;Sclérose en plaques;2020;270800;1060;0.004;3
Traitements du risque vasculaire (hors pathologies);Autres affections neurologiques;2020;2990600;11640;0.004;3
Cancers;Autres affections neurologiques;2017;361010;1410;0.004;2
Traitements psychotropes (hors pathologies);Syndrome coronaire aigu;2019;3012290;11720;0.004;3
Traitements psychotropes (hors pathologies);Sclérose en plaques;2017;3185890;12390;0.004;3
Maladies neurologiques ou dégénératives;Cancer colorectal actif;2018;48070;190;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Cancer du sein de la femme actif;2020;122400;480;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Cancer du poumon actif;2021;1030990;4010;0.004;2
Cancers;Maladies métaboliques héréditaires ou amylose;2016;503750;1960;0.004;2
Maladies cardio-neurovasculaires;Suivi de transplantation rénale;2019;658110;2560;0.004;3
Maladies cardio-neurovasculaires;Cancer du sein de la femme actif;2019;1972020;7670;0.004;3
Maladies cardio-neurovasculaires;Cancer du poumon sous surveillance;2021;102360;400;0.004;3
Diabète;Maladies métaboliques héréditaires ou amylose;2015;3603170;14010;0.004;3
Traitements du risque vasculaire (hors pathologies);Séjours en hospitalisation complète pour prise en charge de la Covid-19;2021;3086930;12000;0.004;3
Maladies neurologiques ou dégénératives;Cancer colorectal actif;2016;46060;180;0.004;3
Maladies cardio-neurovasculaires;Autres affections neurologiques;2018;100380;390;0.004;3
Maladies cardio-neurovasculaires;Suivi de transplantation rénale;2018;854060;3320;0.004;2
Traitements psychotropes (hors pathologies);Cancer colorectal actif;2020;3008770;11680;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Maladies métaboliques héréditaires ou amylose;2015;265000;1030;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Cancer colorectal actif;2020;57450;220;0.004;3
Cancers;Maternité (avec ou sans pathologies);2021;871430;3380;0.004;3
Maladies psychiatriques;Artériopathie oblitérante du membre inférieur;2020;137610;530;0.004;3
Maladies neurologiques ou dégénératives;Cancer colorectal actif;2015;91520;360;0.004;3
Maladies cardio-neurovasculaires;Cancer du sein de la femme actif;2019;2074760;8050;0.004;2
Cancers;Embolie pulmonaire aiguë;2017;217140;840;0.004;3
Maladies neurologiques ou dégénératives;Syndrome coronaire aigu;2015;45400;180;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Paraplégie;2016;868200;3370;0.004;2
Cancers;Autres affections neurologiques;2018;495450;1920;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Suivi de transplantation rénale;2017;116370;450;0.004;3
Hospitalisations ponctuelles (avec ou sans pathologies, traitements ou maternité);Syndrome coronaire aigu;2017;9803170;38000;0.004;3
Maladies neurologiques ou dégénératives;Embolie pulmonaire aiguë;2017;1638770;6350;0.004;1
Maladies neurologiques ou dégénératives;Embolie pulmonaire aiguë;2019;1676840;6490;0.004;1
Maladies inflammatoires ou rares ou VIH ou SIDA;Suivi de transplantation rénale;2018;179960;700;0.004;2
Maladies inflammatoires ou rares ou VIH ou SIDA;Spondylarthrite ankylosante et maladies apparentées;2019;150620;580;0.004;3
Maladies neurologiques ou dégénératives;Embolie pulmonaire aiguë;2015;258910;1000;0.004;3
Maladies cardio-neurovasculaires;Cancer du sein de la femme actif;2018;708660;2740;0.004;3
Autres affections de longue durée (dont 31 et 32);Sclérose en plaques;2017;1701020;6580;0.004;3
Maladies cardio-neurovasculaires;Paraplégie;2016;357000;1380;0.004;3
Maladies neurologiques ou dégénératives;Sclérose en plaques;2021;271290;1050;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Maladies métaboliques héréditaires ou amylose;2015;838480;3240;0.004;2
Maladies cardio-neurovasculaires;Embolie pulmonaire aiguë;2017;98290;380;0.004;3
Maladies psychiatriques;Maladies métaboliques héréditaires ou amylose;2021;390740;1510;0.004;3
Cancers;Maternité (avec ou sans pathologies);2019;866240;3350;0.004;3
Traitements psychotropes (hors pathologies);Syndrome coronaire aigu;2015;5932850;22910;0.004;1
Maladies cardio-neurovasculaires;Paraplégie;2015;184340;710;0.004;3
Cancers;Dialyse chronique;2016;350470;1350;0.004;2
Maladies cardio-neurovasculaires;VIH ou SIDA;2020;705340;2720;0.004;3
Maladies cardio-neurovasculaires;Embolie pulmonaire aiguë;2021;102360;400;0.004;3
Cancers;Embolie pulmonaire aiguë;2015;3022490;11660;0.004;1
Maladies cardio-neurovasculaires;Maladies métaboliques héréditaires ou amylose;2018;2026840;7820;0.004;2
Cancers;Autres affections neurologiques;2019;731580;2820;0.004;2
Maladies inflammatoires ou rares ou VIH ou SIDA;Paraplégie;2020;997320;3850;0.004;2
Maladies cardio-neurovasculaires;Maladies métaboliques héréditaires ou amylose;2018;1926460;7420;0.004;3
Maladies cardio-neurovasculaires;Cancer du sein de la femme actif;2019;711030;2740;0.004;3
Insuffisance rénale chronique terminale;Cancer du poumon actif;2017;37620;150;0.004;3
Maladies psychiatriques;Cancer colorectal actif;2016;2416320;9310;0.004;1
Maladies du foie ou du pancréas (hors mucoviscidose);Hémophilie ou troubles de l'hémostase graves;2018;595980;2300;0.004;3
Maladies neurologiques ou dégénératives;Maladies inflammatoires chroniques intestinales;2017;768900;2960;0.004;3
Maladies neurologiques ou dégénératives;Accident vasculaire cérébral aigu;2018;172690;670;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Embolie pulmonaire aiguë;2021;231970;890;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Autres affections neurologiques;2017;207800;800;0.004;3
Maladies psychiatriques;Cancer colorectal actif;2021;682180;2630;0.004;3
Maladies cardio-neurovasculaires;Cancer du poumon sous surveillance;2016;4777910;18390;0.004;1
Maladies psychiatriques;Cancer du poumon actif;2016;2416320;9300;0.004;1
Traitements du risque vasculaire (hors pathologies);Cancer colorectal actif;2015;3751070;14430;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Paraplégie;2015;838480;3230;0.004;2
Traitements psychotropes (hors pathologies);Cancer du poumon sous surveillance;2020;1199960;4610;0.004;3
Traitements psychotropes (hors pathologies);Cancer colorectal actif;2015;2936160;11290;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Syndrome coronaire aigu;2018;935510;3600;0.004;2
Insuffisance rénale chronique terminale;Cancer du poumon actif;2016;36180;140;0.004;3
Cancers;Cancer du poumon actif;2021;333180;1280;0.004;3
Cancers;Autres affections neurologiques;2018;154600;590;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Traitements neuroleptiques (hors pathologies);2019;8850;30;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Cancer du poumon actif;2016;275170;1060;0.004;3
Maladies cardio-neurovasculaires;Autres affections neurologiques;2016;439240;1690;0.004;3
Maladies neurologiques ou dégénératives;Spondylarthrite ankylosante et maladies apparentées;2015;309370;1190;0.004;3
Maladies cardio-neurovasculaires;Cancer du sein de la femme actif;2015;692220;2660;0.004;3
Traitements psychotropes (hors pathologies);Sclérose en plaques;2015;3288090;12620;0.004;3
Cancers;Spondylarthrite ankylosante et maladies apparentées;2015;205260;790;0.004;3
Maladies neurologiques ou dégénératives;Accident vasculaire cérébral aigu;2020;50310;190;0.004;3
Maladies psychiatriques;Cancer de la prostate actif;2016;139540;540;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Paraplégie;2017;903550;3460;0.004;2
Maladies cardio-neurovasculaires;Paraplégie;2017;373600;1430;0.004;3
Maladies psychiatriques;Cancer du poumon sous surveillance;2018;581140;2230;0.004;3
Maladies psychiatriques;Cancer colorectal actif;2018;2636930;10110;0.004;1
Cancers;VIH ou SIDA;2015;129700;500;0.004;2
Maladies inflammatoires ou rares ou VIH ou SIDA;Cancer du poumon actif;2020;997320;3820;0.004;2
Traitements psychotropes (hors pathologies);Cancer colorectal actif;2021;3201260;12260;0.004;3
Maladies cardio-neurovasculaires;Paraplégie;2017;191160;730;0.004;3
Cancers;Spondylarthrite ankylosante et maladies apparentées;2015;685020;2620;0.004;2
Cancers;Maladies métaboliques héréditaires ou amylose;2016;3064910;11730;0.004;1
Maladies psychiatriques;Cancer colorectal actif;2020;1395040;5340;0.004;3
Traitements psychotropes (hors pathologies);Paraplégie;2016;5876740;22480;0.004;1
Maladies psychiatriques;Autres affections neurologiques;2016;454620;1740;0.004;3
Maladies psychiatriques;Maladies métaboliques héréditaires ou amylose;2018;442690;1690;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Accident vasculaire cérébral aigu;2021;60160;230;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Suivi de transplantation rénale;2019;185240;710;0.004;2
Maladies inflammatoires ou rares ou VIH ou SIDA;Insuffisance cardiaque aiguë;2018;262530;1000;0.004;3
Maladies cardio-neurovasculaires;Cancer du poumon sous surveillance;2020;966880;3690;0.004;2
Hospitalisations ponctuelles (avec ou sans pathologies, traitements ou maternité);Syndrome coronaire aigu;2021;9665390;36920;0.004;3
Autres affections de longue durée (dont 31 et 32);Cancer du poumon actif;2018;1741630;6650;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Cancer de la prostate actif;2018;146370;560;0.004;3
Maladies neurologiques ou dégénératives;Cancer colorectal actif;2019;49240;190;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Sclérose en plaques;2020;226350;860;0.004;3
Diabète;Cancer du poumon actif;2016;3685160;14060;0.004;3
Maladies neurologiques ou dégénératives;Paraplégie;2017;768900;2930;0.004;3
Maladies psychiatriques;Cancer colorectal actif;2020;696180;2660;0.004;3
Maladies cardio-neurovasculaires;Cancer du sein de la femme actif;2020;705340;2690;0.004;3
Diabète;Autres affections neurologiques;2021;4171550;15900;0.004;3
Maladies cardio-neurovasculaires;Cancer du sein de la femme actif;2021;102360;390;0.004;3
Cancers;Autres affections neurologiques;2015;504770;1920;0.004;2
Maladies neurologiques ou dégénératives;Cancer colorectal actif;2017;47260;180;0.004;3
Maladies cardio-neurovasculaires;Suivi de transplantation rénale;2018;660460;2520;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Cancer du poumon actif;2015;265000;1010;0.004;3
Maladies cardio-neurovasculaires;Autres affections neurologiques;2017;1984360;7560;0.004;2
Maladies neurologiques ou dégénératives;Paraplégie;2018;770200;2930;0.004;3
Maladies cardio-neurovasculaires;Embolie pulmonaire aiguë;2020;846440;3220;0.004;3
Maladies cardio-neurovasculaires;Embolie pulmonaire aiguë;2017;905870;3450;0.004;2
Maladies cardio-neurovasculaires;Autres affections neurologiques;2017;1886070;7170;0.004;3
Hospitalisations ponctuelles (avec ou sans pathologies, traitements ou maternité);Syndrome coronaire aigu;2016;9755260;37110;0.004;3
Traitements psychotropes (hors pathologies);Maternité (avec ou sans pathologies);2015;331160;1260;0.004;3
Maladies neurologiques ou dégénératives;Dialyse chronique;2020;98380;370;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Troubles psychotiques;2020;8940;30;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Démences (dont maladie d'Alzheimer);2016;139650;530;0.004;3
Insuffisance rénale chronique terminale;Déficience mentale;2021;41030;160;0.004;3
Insuffisance rénale chronique terminale;Cancer du sein de la femme actif;2015;34720;130;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Spondylarthrite ankylosante et maladies apparentées;2015;135500;520;0.004;3
Maladies cardio-neurovasculaires;Paraplégie;2016;186850;710;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Spondylarthrite ankylosante et maladies apparentées;2020;152660;580;0.004;3
Maladies neurologiques ou dégénératives;Accident vasculaire cérébral aigu;2017;166400;630;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Insuffisance cardiaque aiguë;2021;9220;40;0.004;3
Autres affections de longue durée (dont 31 et 32);Sclérose en plaques;2020;1761940;6690;0.004;3
Traitements psychotropes (hors pathologies);Cancer du poumon sous surveillance;2021;1181660;4490;0.004;3
Cancers;Autres affections neurologiques;2019;149590;570;0.004;3
Maladies cardio-neurovasculaires;VIH ou SIDA;2020;2105960;8000;0.004;2
Maladies cardio-neurovasculaires;VIH ou SIDA;2019;711030;2700;0.004;3
Maladies cardio-neurovasculaires;Paraplégie;2020;391210;1490;0.004;3
Traitements psychotropes (hors pathologies);VIH ou SIDA;2021;5756850;21850;0.004;1
Maladies cardio-neurovasculaires;Cancer du poumon sous surveillance;2020;846440;3210;0.004;3
Cancers;Dialyse chronique;2015;3022490;11470;0.004;1
Cancers;Cancer du poumon actif;2020;333570;1270;0.004;3
Maladies neurologiques ou dégénératives;Accident vasculaire cérébral aigu;2021;195670;740;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Cancer colorectal actif;2017;207800;790;0.004;3
Hospitalisations ponctuelles (avec ou sans pathologies, traitements ou maternité);Maladies métaboliques héréditaires ou amylose;2020;8747130;33170;0.004;3
Maladies cardio-neurovasculaires;Paraplégie;2018;377450;1430;0.004;3
Maladies cardio-neurovasculaires;Cancer du poumon sous surveillance;2018;377450;1430;0.004;3
Traitements psychotropes (hors pathologies);VIH ou SIDA;2020;3144390;11920;0.004;3
Traitements psychotropes (hors pathologies);Embolie pulmonaire aiguë;2021;330730;1250;0.004;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Autres affections neurologiques;2021;312520;1180;0.004;3
